Symbol,Company Name,Industry,Market Cap
TWNI,Tailwind International Acquisition,Blank Check / SPAC,424781279
TWNK,Hostess Brands,Food Products,2974553585
TWO,Two Harbors Investment,Mortgage Real Estate Investment Trust...,1772336511
TWOA,two,Blank Check / SPAC,268776894
TWOU,"2U, Inc.",Software,730637820
TWST,Twist Bioscience,Biotechnology,2364775920
TWTR,Twitter,Interactive Media & Services,29986463734
TX,Ternium,Metals & Mining,6676434943
TXG,10X Genomics,Life Sciences Tools & Services,4015635956
TXMD,TherapeuticsMD,Pharmaceuticals,45725041
TXN,Texas Instruments,Semiconductors & Semiconductor Equipment,1.50492E+11
TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",5655899125
TXT,Textron,Aerospace & Defense,13829837800
TYDE,Cryptyde,Packaging & Containers,20711610
TYG,Tortoise Energy Infrastructure,Asset Management,373581796
TYL,Tyler Technologies,Software,15159052087
TYME,Tyme Technologies,Biotechnology,51162703
TYRA,Tyra Biosciences,Biotechnology,387544864
TZOO,Travelzoo,Interactive Media & Services,82880357
TZPS,TZP Strategies Acquisition,Blank Check / SPAC,354703134
U,Unity Software,Software,10593799166
UA,Under Armour,"Textiles, Apparel & Luxury Goods",3841016318
UAA,Under Armour,"Textiles, Apparel & Luxury Goods",3841016573
UAL,United Airlines Holdings,Airlines,11873912827
UAMY,United States Antimony,Metals & Mining,49949531
UAN,CVR Partners LP,Chemicals,1030430206
UAVS,AgEagle Aerial Systems,Machinery,53559643
UBA,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,706878206
UBCP,United Bancorp,Banks,88196341
UBER,Uber Technologies,Road & Rail,45851463661
UBFO,United Security Bancshares,Banks,128655775
UBOH,United Bancshares,Banks,77035666
UBP,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,706879091
UBS,UBS Group AG,Capital Markets,59143462908
UBSI,United Bankshares,Banks,4994980344
UBX,Unity Biotechnology,Biotechnology,46308575
UCBI,United Community Banks,Banks,3436561907
UCL,uCloudlink Group,Telecom Services,31130514
UCTT,Ultra Clean Holdings,Semiconductors & Semiconductor Equipment,1546929897
UDMY,Udemy,Education & Training Services,1699601398
UDR,"UDR, Inc.",Equity Real Estate Investment Trusts ...,24768905206
UE,Urban Edge Properties,Equity Real Estate Investment Trusts ...,1934409847
UEC,Uranium Energy,"Oil, Gas & Consumable Fuels",1019181759
UEIC,Universal Electronics,Household Durables,345433235
UFAB,Unique Fabricating,Auto Components,11525423
UFCS,United Fire Group,Insurance,835459450
UFI,Unifi,"Textiles, Apparel & Luxury Goods",268297656
UFPI,UFP Industries,Building Products,5497397683
UFPT,UFP Technologies,Containers & Packaging,594409515
UG,United-Guardian,Personal Products,71510590
UGI,UGI Corporation,Gas Utilities,8748308463
UGP,Ultrapar Participacoes,"Oil, Gas & Consumable Fuels",2623646463
UGRO,Urban-gro,Farm & Heavy Construction Machinery,67013100
UHAL,Amerco,Road & Rail,9700762477
UHS,Universal Health Services,Health Care Providers & Services,8189215649
UHT,Universal Health Realty Income Trust,Equity Real Estate Investment Trusts ...,734120421
UI,Ubiquiti,Communications Equipment,16427762416
UIHC,United Insurance Holdings,Insurance,48087307
UIS,Unisys,IT Services,882674686
UK,Ucommune International,Real Estate Services,16270275
UL,Unilever,Personal Products,1.20145E+11
ULBI,Ultralife,Electrical Equipment,71604324
ULCC,Frontier Group Holdings,Airlines,2408721145
ULH,Universal Logistics Holdings,Road & Rail,737987819
ULTA,Ulta Beauty,Specialty Retail,20792530806
UMBF,UMB Financial,Banks,4441560032
UMC,United Microelectronics,Semiconductors & Semiconductor Equipment,17189564413
UMH,UMH Properties,Equity Real Estate Investment Trusts ...,1076783100
UMPQ,Umpqua Holdings,Banks,3752784380
UNAM,Unico American,Insurance,10079234
UNB,Union Bankshares,Banks,115224022
UNCY,Unicycive Therapeutics,Biotechnology,12192621
UNF,UniFirst,Commercial Services & Supplies,3516569938
UNFI,United Natural Foods,Food & Staples Retailing,2415045887
UNH,UnitedHealth Group,Health Care Providers & Services,4.96734E+11
UNIT,Uniti Group,Equity Real Estate Investment Trusts ...,2321267710
UNM,Unum Group,Insurance,6616026092
UNP,Union Pacific,Road & Rail,1.35737E+11
UNTY,Unity Bancorp,Banks,288316730
UNVR,Univar Solutions,Trading Companies & Distributors,4378032124
UONE,Urban One,Media,215129520
UONEK,Urban One,Media,220722126
UP,Wheels Up Experience,Airports & Air Services,512975391
UPC,Universe Pharmaceuticals,Drug Manufacturers-Specialty & Generic,13593750
UPH,UpHealth,Health Information Services,77488224
UPLD,Upland Software,Software,356499413
UPS,United Parcel Service,Air Freight & Logistics,1.64189E+11
UPST,Upstart Holdings,Consumer Finance,2085432946
UPTD,TradeUP Acquisition,Blank Check / SPAC,58906468
UPWK,Upwork,Professional Services,2981972977
URBN,Urban Outfitters,Specialty Retail,1872753526
URG,Ur-Energy,"Oil, Gas & Consumable Fuels",249299678
URGN,UroGen Pharma,Biotechnology,184722648
URI,United Rentals,Trading Companies & Distributors,19895822211
UROY,Uranium Royalty,Uranium,223290719
USAC,USA Compression Partners LP,Energy Equipment & Services,1640809206
USAK,USA Truck,Road & Rail,281401904
USAP,Universal Stainless & Alloy Products,Metals & Mining,66732995
USAS,Americas Gold & Silver,Metals & Mining,83058055
USAU,U.S. Gold,Metals & Mining,32647874
USB,U.S. Bancorp,Banks,71389806567
USCB,USCB Financial Holdings,Banks-Regional,234209368
USCT,TKB Critical Technologies 1,Blank Check / SPAC,289512479
USDP,USD Partners LP,"Oil, Gas & Consumable Fuels",181917724
USEA,United Maritime,Marine Shipping,3522960
USEG,U.S. Energy,"Oil, Gas & Consumable Fuels",91670103
USER,UserTesting,Software-Application,860047227
USFD,US Foods Holding,Food & Staples Retailing,7265295335
USIO,"Usio, Inc.",IT Services,56185577
USLM,United States Lime & Minerals,Construction Materials,611338653
USM,United States Cellular,Wireless Telecommunication Services,2396476919
USNA,USANA Health Sciences,Personal Products,1317646827
USPH,U.S. Physical Therapy,Health Care Providers & Services,1622756681
USWS,U.S. Well Services,Oil & Gas Equipment & Services,66279819
USX,U.S. Xpress Enterprises,Road & Rail,179488062
UTAA,UTA Acquisition,Blank Check / SPAC,285487704
UTHR,United Therapeutics,Biotechnology,10327379782
UTI,Universal Technical Institute,Diversified Consumer Services,254092972
UTL,Unitil,Multi-Utilities,858940980
UTMD,Utah Medical Products,Health Care Equipment & Supplies,313177454
UTME,UTime,Consumer Electronics,12153651
UTRS,Minerva Surgical,Health Information Services,73528230
UTSI,UTStarcom Holdings,Communications Equipment,36047734
UTZ,Utz Brands,Food Products,1287625843
UUU,Universal Security Instruments,"Electronic Equipment, Instruments & C...",7725049
UUUU,Energy Fuels,"Oil, Gas & Consumable Fuels",897814845
UVE,Universal Insurance Holdings,Insurance,357115674
UVSP,Univest Financial,Banks,776818875
UVV,Universal,Tobacco,1366951249
UWMC,UWM Holdings,Thrifts & Mortgage Finance,5939129340
UXIN,Uxin Limited,Internet & Direct Marketing Retail,356816959
V,Visa Inc.,IT Services,4.53449E+11
VABK,Virginia National Bankshares,Banks,170440640
VAC,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure",5505911768
VACC,Vaccitech,Biotechnology,162230368
VAL,Valaris,Oil & Gas Equipment & Services,3297798630
VALE,Vale S.A.,Metals & Mining,62335733750
VALN,Valneva SE,Biotechnology,1137493876
VALU,Value Line,Capital Markets,743214289
VAPO,Vapotherm,Health Care Equipment & Supplies,54720807
VAQC,Vector Acquisition II,Blank Check / SPAC,562603519
VATE,INNOVATE,Engineering & Construction,138825519
VAXX,Vaxxinity,Biotechnology,211670640
VBFC,Village Bank & Trust Financial,Banks,66796194
VBIV,VBI Vaccines,Biotechnology,229254735
VBLT,Vascular Biogenics,Biotechnology,17358027
VBNK,VersaBank,Banks-Regional,197575920
VBOC,Viscogliosi Brothers Acquisition,Blank Check / SPAC,95694393
VBTX,Veritex Holdings,Banks,1677706623
VC,Visteon,Auto Components,3285636822
VCEL,Vericel,Biotechnology,1338205160
VCKA,Vickers Vantage I,Blank Check / SPAC,236324989
VCNX,Vaccinex,Biotechnology,46503871
VCSA,Vacasa,Software-Application,1092634111
VCTR,Victory Capital Holdings,Capital Markets,1740234879
VCXA,10x Capital Venture Acquisition II,Blank Check / SPAC,271031264
VCXB,10x Capital Venture Acquisition III,Blank Check / SPAC,413587639
VCYT,Veracyte,Biotechnology,1762555501
VECO,Veeco Instruments,Semiconductors & Semiconductor Equipment,1041770169
VECT,VectivBio Holding AG,Biotechnology,246014197
VEDU,Visionary Education Technology Holdings Group,Education & Training Services,56912500
VEEE,"Twin Vee PowerCats, Co.",Recreational Vehicles,21420000
VEEV,Veeva Systems,Health Care Technology,32760983386
VEL,Velocity Financial,Thrifts & Mortgage Finance,351372920
VELO,Velocity Acquisition,Blank Check / SPAC,282037500
VENA,Venus Acquisition,Blank Check / SPAC,62193999
VEON,VEON Ltd.,Wireless Telecommunication Services,790352831
VERA,Vera Therapeutics,Biotechnology,439482257
VERB,Verb Technology Company,Software,85210440
VERI,Veritone,Software,245622399
VERO,Venus Concept,Medical Devices,33481041
VERU,Veru Inc.,Personal Products,1065780920
VERV,Verve Therapeutics,Biotechnology,1494512248
VERX,Vertex,Software-Application,1601861245
VERY,Vericity,Insurance,104125000
VET,Vermilion Energy,"Oil, Gas & Consumable Fuels",3881546987
VEV,Vicinity Motor,Auto Manufacturers,52656783
VFC,VF Corporation,"Textiles, Apparel & Luxury Goods",18445029355
VFF,Village Farms International,Food Products,245316479
VGFC,The Very Good Food Company,Packaged Foods,28649973
VGR,Vector Group,Tobacco,1687274874
VGZ,Vista Gold,Metals & Mining,70818600
VHAQ,Viveon Health Acquisition,Blank Check / SPAC,103962142
VHC,VirnetX Holding,Software,126794551
VHI,Valhi,Chemicals,1399716450
VHNA,Vahanna Tech Edge Acquisition I,Blank Check / SPAC,249999927
VIA,Via Renewables,Utilities-Regulated Electric,265320572
VIAO,VIA optronics AG,Electronic Components,39417068
VIAV,Viavi Solutions,Communications Equipment,3264818430
VICI,VICI Properties,Equity Real Estate Investment Trusts ...,31894624252
VICR,Vicor,Electrical Equipment,2961576704
VIEW,"View, Inc.",Building Products & Equipment,412148640
VIGL,Vigil Neuroscience,Biotechnology,195888910
VII,7GC & Co. Holdings,Blank Check / SPAC,283762500
VINC,Vincerx Pharma,Biotechnology,31375824
VINE,Fresh Vine Wine,Beverages-Wineries & Distilleries,30375598
VINO,Gaucho Group Holdings,Real Estate-Diversified,6145518
VINP,Vinci Partners Investments,Asset Management,516923451
VIOT,Viomi Technology Co.,Household Durables,108266726
VIPS,Vipshop Holdings,Internet & Direct Marketing Retail,6383648251
VIR,Vir Biotechnology,Biotechnology,3886559477
VIRC,Virco Manufacturing,Commercial Services & Supplies,57001080
VIRI,Virios Therapeutics,Biotechnology,60062111
VIRT,Virtu Financial,Capital Markets,3892670708
VIRX,Viracta Therapeutics,Biotechnology,138706702
VISL,Vislink Technologies,Communications Equipment,26014909
VIST,Vista Oil & Gas,"Oil, Gas & Consumable Fuels",567406204
VITL,Vital Farms,Farm Products,430037661
VIV,Telefonica Brasil,Telecom Services,14559160316
VIVE,Viveve Medical,Health Care Equipment & Supplies,7012088
VIVO,Meridian Bioscience,Health Care Equipment & Supplies,1425832687
VJET,Voxeljet AG,Machinery,28879773
VKTX,Viking Therapeutics,Biotechnology,254559453
VLAT,Valor Latitude Acquisition,Blank Check / SPAC,281462490
VLCN,Volcon,Auto Manufacturers,38205794
VLD,Velo3D,Computer Hardware,536868160
VLDR,Velodyne Lidar,Scientific & Technical Instruments,204608879
VLGEA,Village Super Market,Food & Staples Retailing,321969293
VLN,Valens Semiconductor,Semiconductors,352529725
VLNS,Valens Company,Drug Manufacturers-Specialty & Generic,51006418
VLO,Valero Energy,"Oil, Gas & Consumable Fuels",44613054392
VLON,Vallon Pharmaceuticals,Biotechnology,5151299
VLRS,Controladora Vuela Compania de Aviacion,Airlines,1090021631
VLTA,Volta,Specialty Retail,295777440
VLY,Valley National Bancorp,Banks,5635174394
VMAR,Vision Marine Technologies,Leisure Products,49197207
VMC,Vulcan Materials Company,Construction Materials,20784932836
VMCA,Valuence Merger I,Blank Check / SPAC,252500000
VMD,Viemed Healthcare,Health Care Providers & Services,305023674
VMEO,Vimeo,Software-Application,1004379520
VMGA,VMG Consumer Acquisition,Blank Check / SPAC,286062490
VMI,Valmont Industries,Construction & Engineering,5382194070
VMW,VMware,Software,47821365171
VNCE,Vince Holding,"Textiles, Apparel & Luxury Goods",93977868
VNDA,Vanda Pharmaceuticals,Biotechnology,615737719
VNET,21Vianet Group,IT Services,725317629
VNO,Vornado Realty Trust,Equity Real Estate Investment Trusts ...,6089448946
VNOM,Viper Energy Partners LP,"Oil, Gas & Consumable Fuels",4500420068
VNRX,VolitionRX,Health Care Equipment & Supplies,141729663
VNT,Vontier,"Electronic Equipment, Instruments & C...",3930181114
VNTR,Venator Materials,Chemicals,184514126
VOC,VOC Energy Trust,"Oil, Gas & Consumable Fuels",139570000
VOD,Vodafone Group,Wireless Telecommunication Services,43777593340
VOR,Vor Biopharma,Biotechnology,170320752
VORB,Virgin Orbit Holdings,Aerospace & Defense,1340504064
VOXX,VOXX International,Household Durables,207772300
VOYA,Voya Financial,Diversified Financial Services,6054890440
VPCB,VPC Impact Acquisition Holdings II,Blank Check / SPAC,314295582
VPG,Vishay Precision Group,"Electronic Equipment, Instruments & C...",401403538
VQS,VIQ Solutions,Software-Application,35301200
VRA,Vera Bradley,"Textiles, Apparel & Luxury Goods",139360255
VRAR,The Glimpse Group,Software-Infrastructure,53789381
VRAX,Virax Biolabs Group,Biotechnology,191084846
VRAY,ViewRay,Health Care Equipment & Supplies,534155680
VRCA,Verrica Pharmaceuticals,Pharmaceuticals,125275550
VRDN,Viridian Therapeutics,Biotechnology,362776926
VRE,Veris Residential,REIT-Residential,1361389561
VREX,Varex Imaging,Health Care Equipment & Supplies,878783999
VRM,Vroom,Specialty Retail,223671758
VRME,VerifyMe,"Electronic Equipment, Instruments & C...",13970630
VRNA,Verona Pharma,Pharmaceuticals,336853440
VRNS,Varonis Systems,Software,3187387390
VRNT,Verint Systems,Software,2881338343
VRPX,Virpax Pharmaceuticals,Biotechnology,18040638
VRRM,Verra Mobility,IT Services,2585523452
VRSK,Verisk Analytics,Professional Services,28859748174
VRSN,VeriSign,IT Services,19875844074
VRT,Vertiv Holdings Co.,Electrical Equipment & Parts,3940135675
VRTS,Virtus Investment Partners,Capital Markets,1444184305
VRTV,Veritiv,Trading Companies & Distributors,1802057967
VRTX,Vertex Pharmaceuticals,Biotechnology,72552857541
VS,Versus Systems,Electronic Gaming & Multimedia,11228894
VSAC,Vision Sensing Acquisition,Blank Check / SPAC,131883135
VSAT,ViaSat,Communications Equipment,2119227877
VSCO,Victoria's Secret & Co.,Apparel Retail,2779819759
VSEC,VSE Corporation,Commercial Services & Supplies,447672855
VSH,Vishay Intertechnology,"Electronic Equipment, Instruments & C...",2779643900
VST,Vistra,Independent Power and Renewable Elect...,10087362550
VSTA,Vasta Platform,Education & Training Services,434215325
VSTM,Verastem,Biotechnology,208724303
VSTO,Vista Outdoor,Leisure Products,1672959469
VTAQ,Ventoux CCM Acquisition,Blank Check / SPAC,218643729
VTEX,VTEX,Software-Application,571176701
VTGN,VistaGen Therapeutics,Biotechnology,36596119
VTIQ,VectoIQ Acquisition II,Blank Check / SPAC,433646259
VTNR,Vertex Energy,"Oil, Gas & Consumable Fuels",827675066
VTOL,Bristow Group,Oil & Gas Equipment & Services,699738674
VTR,Ventas,Equity Real Estate Investment Trusts ...,20956061647
VTRS,Viatris,Pharmaceuticals,11808094200
VTRU,Vitru,Education & Training Services,463301252
VTSI,VirTra,Aerospace & Defense,51766004
VTVT,vTv Therapeutics,Biotechnology,58344727
VTYX,Ventyx Biosciences,Biotechnology,758687040
VUZI,Vuzix,Household Durables,506159805
VVI,Viad Corp,Commercial Services & Supplies,645309372
VVNT,Vivint Smart Home,Security & Protection Services,962937597
VVOS,Vivos Therapeutics,Medical Devices,31526577
VVPR,VivoPower International,Independent Power and Renewable Elect...,25863424
VVV,Valvoline,Chemicals,5531266044
VVX,"V2X, Inc.",Aerospace & Defense,950264931
VWE,Vintage Wine Estates,Beverages-Wineries & Distilleries,442465789
VXRT,Vaxart,Biotechnology,474172511
VYGG,Vy Global Growth,Blank Check / SPAC,713718779
VYGR,Voyager Therapeutics,Biotechnology,249195534
VYNE,VYNE Therapeutics,Biotechnology,26088839
VYNT,Vyant Bio,Biotechnology,25130295
VZ,Verizon Communications,Diversified Telecommunication Services,1.87976E+11
VZIO,VIZIO Holding,Household Durables,1725875191
VZLA,Vizsla Silver,Other Industrial Metals & Mining,150543807
W,Wayfair,Internet & Direct Marketing Retail,4638641138
WAB,Westinghouse Air Brake Technologies,Machinery,15872111547
WABC,Westamerica Bancorporation,Banks,1573953920
WAFD,Washington Federal,Thrifts & Mortgage Finance,2161501671
WAFU,Wah Fu Education Group,Diversified Consumer Services,12476624
WAL,Western Alliance Bancorporation,Banks,8237297619
WALD,Waldencast Acquisition,Blank Check / SPAC,399768759
WARR,Warrior Technologies Acquisition Company,Blank Check / SPAC,344309980
WASH,Washington Trust Bancorp,Banks,871864960
WAT,Waters,Life Sciences Tools & Services,20777564037
WATT,Energous,Electrical Equipment,83231095
WAVC,Waverley Capital Acquisition 1,Blank Check / SPAC,260798938
WAVD,WaveDancer,Information Technology Services,24480374
WAVE,Eco Wave Power Global AB (publ),Software,24134166
WAVS,Western Acquisition Ventures,Blank Check / SPAC,146477439
WB,Weibo,Interactive Media & Services,4793185280
WBA,Walgreens Boots Alliance,Food & Staples Retailing,33489958905
WBD,Warner Bros. Discovery,Entertainment,35577475059
WBEV,"Winc, Inc.",Beverages-Wineries & Distilleries,18445906
WBS,Webster Financial,Banks,8057396203
WBT,Welbilt,Machinery,3432024552
